"AWL_ID","EVENT_ID","RACE_CODE","SCALLOP_NUMBER","WHOLE_WT_GRAMS","SHELL_WORM_SW","SHELL_HEIGHT_MM","SEX_SW","SCAL_GONAD_COND","MUD_BLISTER_SW","AGE_STRUCTURE_COLLECTED","MEAT_CONDITION_SW","MEAT_WEIGHT_GRAMS","CLAPPER","D1_SW","D2_SW","D3_SW","CRAB_NUM","BIOLOGICAL_WIDTH_MM","SHELL_CONDITION_SW","CONDITION_SW","SAMPLE_TYPE","SAMPLER","BASKET_ID"
130042,"2016D02014","74120","3",168.000000,"0",134.000000,"2","3","0","1","0",12.000000,"","3",,,,,,,"1","MDS",
130043,"2016D02014","74120","4",316.000000,"0",137.000000,"2","3","0","1","0",18.000000,"","3",,,,,,,"1","MDS",
130044,"2016D02014","74120","5",115.000000,"0",119.000000,"1","3","0","1","0",12.000000,"","0",,,,,,,"1","MDS",
130045,"2016D02014","74120","6",233.000000,"0",137.000000,"1","1","0","1","0",9.000000,"","0",,,,,,,"1","MDS",
130046,"2016D02014","74120","7",161.000000,"0",128.000000,"2","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130047,"2016D02014","74120","8",,"0",,"0","0","0","1","0",,"","3",,,,,,,"1","MDS",
130048,"2016D02015","74120","1",214.000000,"0",147.000000,"1","2","0","1","0",23.000000,"","0",,,,,,,"1","MDS",
130049,"2016D02015","74120","2",322.000000,"0",152.000000,"2","2","0","1","0",27.000000,"","0",,,,,,,"1","MDS",
130050,"2016D02015","74120","3",213.000000,"0",139.000000,"2","2","1","1","0",18.000000,"","0",,,,,,,"1","MDS",
130051,"2016D02016","74120","1",215.000000,"0",130.000000,"2","3","0","1","0",14.000000,"","0",,,,,,,"1","MDS",
130052,"2016D02016","74120","2",128.000000,"0",130.000000,"1","3","0","1","0",17.000000,"","0",,,,,,,"1","MDS",
130053,"2016D02016","74120","3",122.000000,"1",,"2","3","0","1","0",13.000000,"","3",,,,,,,"1","MDS",
130054,"2016D02016","74120","4",230.000000,"0",135.000000,"1","3","0","1","0",21.000000,"","0",,,,,,,"1","MDS",
130055,"2016D02017","74120","1",212.000000,"1",130.000000,"1","3","0","1","0",19.000000,"","0",,,,,,,"1","MDS",
130056,"2016D02017","74120","2",156.000000,"0",119.000000,"2","3","0","1","0",13.000000,"","0",,,,,,,"1","MDS",
130057,"2016D02017","74120","3",170.000000,"0",120.000000,"2","3","0","1","0",12.000000,"","0",,,,,,,"1","MDS",
130058,"2016D02017","74120","4",160.000000,"0",129.000000,"2","3","0","1","0",13.000000,"","0",,,,,,,"1","MDS",
130059,"2016D02017","74120","5",168.000000,"0",124.000000,"1","3","0","1","0",8.000000,"","0",,,,,,,"1","MDS",
130060,"2016D02017","74120","6",146.000000,"0",,"1","3","0","1","0",12.000000,"","0",,,,,,,"1","MDS",
130061,"2016D02017","74120","7",166.000000,"0",117.000000,"1","3","0","1","0",13.000000,"","0",,,,,,,"1","MDS",
130062,"2016D02017","74120","8",140.000000,"0",123.000000,"1","3","0","1","0",7.000000,"","0",,,,,,,"1","MDS",
130063,"2016D02017","74120","9",154.000000,"0",119.000000,"1","3","0","1","0",11.000000,"","0",,,,,,,"1","MDS",
130064,"2016D02017","74120","10",160.000000,"0",119.000000,"1","3","0","1","0",24.000000,"","0",,,,,,,"1","MDS",
130065,"2016D02018","74120","1",236.000000,"0",141.000000,"1","2","1","1","0",15.000000,"","0",,,,,,,"1","MDS",
130066,"2016D02018","74120","2",218.000000,"0",134.000000,"2","3","1","1","0",16.000000,"","0",,,,,,,"1","MDS",
130067,"2016D02018","74120","3",206.000000,"1",132.000000,"1","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130068,"2016D02018","74120","4",271.000000,"0",136.000000,"1","3","1","1","0",23.000000,"","0",,,,,,,"1","MDS",
130069,"2016D02018","74120","5",237.000000,"0",145.000000,"1","2","1","1","0",16.000000,"","0",,,,,,,"1","MDS",
130070,"2016D02018","74120","6",227.000000,"0",137.000000,"1","3","1","1","0",17.000000,"","0",,,,,,,"1","MDS",
130071,"2016D02018","74120","7",285.000000,"0",146.000000,"2","1","1","1","0",17.000000,"","0",,,,,,,"1","MDS",
130072,"2016D02018","74120","8",184.000000,"0",131.000000,"1","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130073,"2016D02018","74120","9",246.000000,"0",135.000000,"1","3","1","1","0",20.000000,"","0",,,,,,,"1","MDS",
130074,"2016D02018","74120","10",290.000000,"0",141.000000,"1","3","1","1","0",19.000000,"","0",,,,,,,"1","MDS",
130075,"2016D02019","74120","1",183.000000,"0",138.000000,"1","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130076,"2016D02019","74120","2",189.000000,"0",132.000000,"1","3","1","1","0",15.000000,"","0",,,,,,,"1","MDS",
130077,"2016D02019","74120","3",213.000000,"0",135.000000,"2","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130078,"2016D02019","74120","4",215.000000,"0",137.000000,"2","3","1","1","0",13.000000,"","0",,,,,,,"1","MDS",
130079,"2016D02019","74120","5",226.000000,"1",136.000000,"2","3","0","1","0",15.000000,"","0",,,,,,,"1","MDS",
130080,"2016D02019","74120","6",171.000000,"0",125.000000,"1","3","1","1","0",16.000000,"","0",,,,,,,"1","MDS",
130081,"2016D02019","74120","7",165.000000,"1",130.000000,"2","1","0","1","0",10.000000,"","0",,,,,,,"1","MDS",
130082,"2016D02019","74120","8",259.000000,"0",131.000000,"2","3","0","1","0",18.000000,"","0",,,,,,,"1","MDS",
130083,"2016D02019","74120","9",271.000000,"0",132.000000,"1","3","0","1","0",14.000000,"","0",,,,,,,"1","MDS",
130084,"2016D02019","74120","10",189.000000,"0",131.000000,"2","3","0","1","0",15.000000,"","0",,,,,,,"1","MDS",
130085,"2016D02019","74120","11",,"0",85.000000,"2","3","0","1","0",,"","0",,,,,,,"1","MDS",
130086,"2016D02020","74120","1",205.000000,"0",133.000000,"2","3","0","1","0",19.000000,"","0",,,,,,,"1","MDS",
130087,"2016D02020","74120","2",195.000000,"1",136.000000,"1","3","1","1","0",19.000000,"","0",,,,,,,"1","MDS",
130088,"2016D02020","74120","3",258.000000,"0",137.000000,"2","3","1","1","0",15.000000,"","0",,,,,,,"1","MDS",
130089,"2016D02020","74120","4",193.000000,"1",132.000000,"2","3","0","1","0",16.000000,"","0",,,,,,,"1","MDS",
130090,"2016D02020","74120","5",215.000000,"0",133.000000,"1","3","1","1","0",22.000000,"","0",,,,,,,"1","MDS",
130091,"2016D02020","74120","6",124.000000,"0",,"1","3","0","1","0",9.000000,"","3",,,,,,,"1","MDS",
130092,"2016D02020","74120","7",188.000000,"0",134.000000,"1","3","0","1","0",18.000000,"","0",,,,,,,"1","MDS",
130093,"2016D02020","74120","8",209.000000,"1",124.000000,"2","3","0","1","0",,"","0",,,,,,,"1","MDS",
130094,"2016D02020","74120","21",,"1",132.000000,"0","0","1","1",,,"1","3",,,,,,,"1","MDS",
130095,"2016D02020","74120","22",,"0",127.000000,"0","0","1","1",,,"1","3",,,,,,,"1","MDS",
130096,"2016D02021","74120","1",126.000000,"0",113.000000,"2","3","0","1","0",11.000000,"","0",,,,,,,"1","MDS",
130097,"2016D02021","74120","2",248.000000,"0",137.000000,"2","3","1","1","0",21.000000,"","0",,,,,,,"1","MDS",
130098,"2016D02021","74120","3",178.000000,"0",136.000000,"2","2","1","1","0",17.000000,"","3",,,,,,,"1","MDS",
130099,"2016D02021","74120","4",218.000000,"0",133.000000,"1","3","1","1","0",16.000000,"","0",,,,,,,"1","MDS",
130100,"2016D02021","74120","5",280.000000,"0",146.000000,"2","2","1","1","0",20.000000,"","0",,,,,,,"1","MDS",
